6.0991297,3.3300772,-1.0141522,3.8860168,-3.7019472,4.063594,-0.24158625,1.2400135
5.1126122,2.7531238,-0.7340971,4.028862,-2.9299393,3.6951568,-0.57385385,1.3863616
4.9611177,2.6728716,-1.091059,4.3439407,-2.790201,3.7755668,-0.85921526,1.7239013
5.188462,3.1517706,-0.7488139,3.1631088,-3.3664393,3.3268728,-0.21664266,0.95835984
5.8613787,3.085825,-0.989354,3.9607317,-3.462529,4.0023746,-0.33771193,1.3263735
6.5885267,3.2479835,-0.6692859,5.270996,-3.49053,4.886629,-0.53961873,1.6119384
5.854159,2.9816737,-0.8112892,4.6765294,-3.2097795,4.3089523,-0.5934317,1.5645292
6.209961,3.423262,-0.937388,4.186921,-3.7088892,4.2349796,-0.31745234,1.3050765
5.3606157,3.0851345,-1.0433886,4.329586,-3.1545243,3.9231684,-0.72287583,1.584032
5.456004,2.9844487,-0.9154736,4.576685,-3.0726922,4.079217,-0.7447088,1.6287104
5.8397326,3.244525,-0.84076524,4.206335,-3.4461863,4.0790854,-0.43405664,1.3444588
4.857405,3.0993118,-1.5496607,2.9583702,-3.3447447,3.110176,-0.4709382,1.3053684
5.985507,3.2974834,-0.73732746,4.780285,-3.3781834,4.386697,-0.6024671,1.5145149
4.784394,2.5264235,-0.9763329,4.7206817,-2.5359354,3.8616612,-1.0496823,1.8762324
4.930761,2.6741662,-0.9663906,4.479894,-2.728021,3.815396,-0.8985579,1.7275372
5.6165266,2.841735,-0.879851,4.249543,-3.155916,4.0268536,-0.50791293,1.4657506
5.8850756,3.3483403,-0.76284724,4.4208965,-3.4506166,4.1813145,-0.50071573,1.3799777
5.5916624,3.364931,-0.8846868,3.968121,-3.4570975,3.8497646,-0.46040905,1.2834816
5.002799,2.8151364,-0.8172784,4.6319704,-2.76841,3.898248,-0.91250443,1.6936945
3.978444,2.141837,-1.0911053,3.921002,-2.217346,3.1712804,-1.0224483,1.753093
5.443909,3.4535756,-1.0219594,3.7028189,-3.515936,3.6622612,-0.4536068,1.2445855
4.1626506,2.568331,-0.8636204,3.3142986,-2.6200092,2.955846,-0.6723336,1.3023154
5.511831,3.130187,-0.7761771,3.5548797,-3.404402,3.6515596,-0.2564903,1.0956804
6.2456703,3.4461465,-0.87971985,4.5120697,-3.6464655,4.3875256,-0.4319039,1.4096054
5.6468077,3.3064828,-1.1651969,4.121298,-3.4502113,3.9552138,-0.5709424,1.4820597
