-1.1754607,-7.1123276,-2.6435862,1.8074433,-2.1910434,-4.386113
-1.4015765,-6.5425725,-2.2865775,1.355193,-1.9260237,-3.9489903
-1.4387314,-6.838536,-2.5222273,1.4364276,-1.9933988,-4.1049366
-1.8497872,-7.783902,-2.6541805,2.1146295,-2.4438775,-4.8447356
-1.6531167,-6.8866005,-2.2581778,1.618306,-2.10332,-4.2329683
-1.1655084,-6.426546,-2.3718133,0.99453783,-1.7602628,-3.7229948
-1.2721089,-6.86941,-2.1436222,1.7771742,-2.1895244,-4.300663
-1.7390097,-6.5332346,-1.9507986,1.2889147,-1.9356376,-3.9460688
-1.3591607,-6.791888,-2.3467531,1.913061,-2.1872315,-4.310487
-1.291063,-6.14735,-2.386594,1.032578,-1.697955,-3.6104975
-1.336421,-6.1708307,-2.4891598,1.6096925,-1.9005412,-3.8732038
-1.0565788,-6.3820972,-2.1461866,1.597692,-2.0100162,-3.9900787
-1.1328104,-5.5694313,-2.0944316,1.4731877,-1.7667621,-3.5607803
-0.9917391,-6.2440796,-1.4398067,1.472846,-2.036251,-3.9254317
-1.4263959,-6.3703966,-1.7868972,1.5962889,-2.0452738,-4.0175157
-1.3272243,-6.734934,-2.6160223,1.4893131,-1.9777256,-4.071519
-1.3618981,-6.100385,-2.2476225,1.7961997,-1.986738,-3.9439015
-1.5056679,-6.367407,-2.5156877,1.5177572,-1.9048613,-3.9234705
-0.92505,-7.3215384,-2.3251328,1.5615535,-2.2086654,-4.395314
-1.759191,-6.99651,-2.6814756,1.5112422,-2.024421,-4.2034864
-1.1408352,-6.9583263,-2.2131724,1.4508693,-2.0856369,-4.188149
-1.4485877,-7.5002136,-2.4804244,2.2670949,-2.4710367,-4.7899265
-1.0477675,-6.681527,-3.0004175,1.5469773,-1.9399197,-4.038198
-1.4889514,-6.3316207,-2.338761,1.7081323,-1.9932002,-4.006332
-1.258481,-6.0791454,-1.9063548,1.3945212,-1.8871212,-3.7794688
-1.4380116,-6.6801376,-2.5291624,1.8338224,-2.1001744,-4.209229
-0.9512904,-6.354813,-2.4628112,1.3022176,-1.8512204,-3.8178527
-1.2540674,-6.665663,-2.4434826,1.9472853,-2.1583498,-4.2579927
-1.0602932,-6.667198,-2.1540852,1.8891956,-2.1874318,-4.253292
-1.1590724,-6.825506,-2.2105014,1.7467768,-2.1618786,-4.2597485
