-1.2614846,-0.33634773,-4.1370797,1.8642048,-0.67532694
-1.549897,-0.5442338,-4.1342297,1.9173956,-0.66860855
-1.378593,-0.5885818,-4.523002,2.1237917,-0.71940327
-1.2681872,0.18284413,-4.8382463,2.0183768,-0.9965582
-1.3706176,-0.18578726,-4.9492254,2.1888556,-0.9373548
-1.4087738,-0.7372217,-3.6537697,1.7643138,-0.46973303
-1.4378734,-0.6428264,-4.8322144,2.2839403,-0.79056966
-0.9510282,0.025830477,-3.9339676,1.6637156,-0.67163205
-1.2332121,-0.5871054,-4.7869415,2.2548478,-0.7575301
-1.2224445,-0.56463015,-4.6146526,2.1670363,-0.7197833
-1.2329143,-0.3568529,-4.1979847,1.9011858,-0.67908967
-1.979223,-0.6644215,-5.0211916,2.3511083,-0.930851
-1.5571524,-0.4363382,-4.0595145,1.8457062,-0.6824901
-1.022083,-0.11764018,-4.172587,1.8200969,-0.7022023
-1.0271351,-0.06440112,-4.2199135,1.8241456,-0.7299346
-1.1546643,-0.068659395,-4.150701,1.7863315,-0.73537743
-1.3155628,-0.22288024,-5.065037,2.2585766,-0.9449173
-1.337755,-0.3855908,-4.6947565,2.138342,-0.8118901
-1.3983552,-0.4457433,-5.084567,2.3382192,-0.901343
-1.744724,-0.312051,-4.9970016,2.2338247,-0.98221123
-1.1579802,-0.28501397,-4.720258,2.1260622,-0.8135985
-1.2698638,-0.48744327,-4.309161,1.9952588,-0.6758306
-1.61156,-0.24490817,-4.923687,2.1839416,-0.9588032
-1.4335146,-0.34970546,-5.277378,2.394546,-0.9824903
-0.958135,0.03544022,-3.9893107,1.6860747,-0.68924093
-1.2636627,0.11782494,-4.643838,1.9492521,-0.92955244
-1.4279194,-0.2893135,-3.9678557,1.7601694,-0.6781434
-1.1934187,-0.50297916,-4.7979007,2.2338383,-0.7768853
-1.14324,0.036678575,-4.584257,1.954957,-0.8694942
-1.3936937,-0.9006261,-4.5475893,2.2393644,-0.63905716
-1.0615115,-0.65139484,-4.3478975,2.0795813,-0.5999067
-1.3182706,-0.47671062,-4.1984043,1.937119,-0.6607431
-1.0211378,0.23000789,-4.7080154,1.9545507,-0.9324312
-1.6280715,-0.33448285,-4.5935307,2.0582614,-0.85544384
-1.2555977,-0.80429924,-4.104163,2.0062943,-0.53247285
-1.510665,-0.26676738,-4.5232177,2.008757,-0.8358506
-1.1375355,-0.053945214,-4.23643,1.8225188,-0.7573978
-1.143806,0.07779622,-4.7223177,2.0058858,-0.9151442
-1.2124135,-0.22652085,-4.2158074,1.866848,-0.71689785
-1.2654507,-0.26378343,-5.11349,2.297713,-0.93581676
-1.3137543,-0.781371,-5.349737,2.5798836,-0.8547002
-0.9675764,0.2416682,-3.8764038,1.5633137,-0.72227407
-1.3316895,-0.2589836,-4.8681917,2.177497,-0.8893992
-1.6152071,-0.04021305,-5.548069,2.4079142,-1.170812
-0.906443,0.09125763,-5.1169214,2.1991034,-0.9716581
-1.2967552,-0.3318429,-4.6064405,2.0810263,-0.7980399
-1.0561776,-0.16598105,-4.498505,1.9874375,-0.7744838
-1.6843041,-0.5873374,-4.741043,2.209436,-0.8297143
-1.1929026,0.10955793,-4.7499332,2.0055637,-0.9400662
-1.3202143,0.27307245,-4.7720137,1.9542251,-1.0157543
-1.3833437,-0.062396288,-5.1791773,2.254609,-1.0312577
-1.174947,-0.4104247,-4.4072094,2.0204241,-0.70427203
-1.358913,0.00767532,-4.9435215,2.1218026,-0.9890698
-1.5670642,-0.3844741,-3.774498,1.6940347,-0.62937236
-1.3988743,-0.8295937,-5.6293774,2.7227626,-0.92513037
-1.219252,-0.767446,-4.140682,2.0129762,-0.54521596
-1.432878,-0.14023933,-4.6339617,2.0223353,-0.8847164
-1.3390028,-0.22329909,-4.55499,2.0181758,-0.8242779
-1.3250203,-0.29363894,-4.3418455,1.9425507,-0.7494149
-1.1471324,-0.57630295,-4.959897,2.3369346,-0.7870244
-1.1767093,0.06421542,-4.220873,1.7734404,-0.7946013
-1.3066754,-0.68774295,-4.0698853,1.9483395,-0.5668384
-0.96025586,0.023303896,-5.1951704,2.255788,-0.9813565
-1.25334,-0.48729444,-4.8083324,2.2302806,-0.79501045
-1.3649681,-0.292344,-4.913541,2.2082143,-0.8971275
-1.5064971,-0.2518175,-5.278541,2.358328,-1.0242516
-1.5229433,-0.7774361,-4.7552958,2.2885604,-0.74902284
-1.2781322,-0.2701682,-4.353572,1.9426568,-0.7503139
-1.2787881,0.109237656,-4.461179,1.8656363,-0.8851838
-1.3537169,-0.20822461,-5.2144837,2.3217418,-0.9927503
-1.4386287,-0.0018200353,-4.1566434,1.7515827,-0.8084849
-1.4161785,-0.22826365,-5.54622,2.4807968,-1.0797927
-1.1299205,-0.34887064,-3.8968687,1.7627001,-0.5885966
-1.1044837,-0.21344778,-5.0192785,2.245149,-0.8973453
-1.1295543,-0.29087785,-5.0101595,2.2655537,-0.87762904
-1.4783938,-0.10373713,-4.6885386,2.0332599,-0.9169302
-1.4626048,-0.26355815,-5.0796103,2.271272,-0.9640759
-1.3106868,-0.49566165,-4.8214817,2.2362156,-0.80645216
-1.2460432,-0.38212442,-4.511979,2.0562947,-0.7511636
-1.3401983,-0.71733725,-4.6715984,2.2388058,-0.71188426
-1.2473367,-0.28724983,-4.529138,2.0324008,-0.78271174
-1.2519441,-0.4485314,-4.568392,2.1047595,-0.74709105
-1.0834249,-0.027086347,-4.2894816,1.8412584,-0.76804435
-1.7551289,-0.47012943,-4.84003,2.212737,-0.90054345
-1.7713687,-0.56774664,-5.3230186,2.4712734,-0.99389124
-1.6935334,-0.6446175,-4.9593167,2.330597,-0.86848855
-1.264495,-0.5566522,-4.195187,1.9653237,-0.6271615
-1.193626,-0.17121086,-4.5501747,2.0061367,-0.8110764
-1.412225,-0.5482366,-4.3552237,2.0297346,-0.6960838
-1.3471723,-0.28067088,-4.6840568,2.0975711,-0.84099233
-1.1213908,-0.199706,-4.5315933,2.0108287,-0.785017
-0.91916203,-0.20573945,-4.027204,1.7869531,-0.6223924
-0.9027933,0.33707076,-4.2919865,1.7296785,-0.8392767
-1.198985,-0.34891894,-4.5776763,2.0784605,-0.76802444
-0.9747304,0.39374715,-4.8430037,1.9653349,-1.0036719
-1.6494168,-0.5035926,-4.81388,2.217325,-0.86501586
-1.3773012,-0.42542335,-4.623608,2.116244,-0.790411
-1.1787709,-0.067505434,-4.3286247,1.8681394,-0.78372383
-1.535982,-0.21289346,-4.7249737,2.0839696,-0.9053186
-1.3060614,-0.2713533,-4.3429275,1.9365776,-0.75253856
-1.0382677,0.1738673,-4.1170063,1.6952215,-0.7748834
-1.1665847,-0.1516164,-4.2037783,1.838472,-0.72687364
-1.4106739,-0.46126312,-4.3495345,1.997927,-0.71925473
-1.024481,0.05219835,-4.089855,1.7240931,-0.73092115
-1.0361509,-0.2529571,-3.842204,1.7098085,-0.5852655
-1.645098,-0.64775574,-4.1690726,1.9634678,-0.6651784
-1.1667472,-0.04567589,-3.932384,1.675541,-0.69073737
-1.2384734,-0.49775425,-4.5513315,2.1140084,-0.72635734
-1.3391092,-0.5376489,-4.97598,2.3212981,-0.8375362
-1.2222205,-0.38671595,-4.623208,2.1112874,-0.7726712
0.55209285,0.49724662,6.7085695,-3.4079618,2.077123
0.62426054,0.44272843,6.9136715,-3.4820395,2.156265
0.64338875,0.5467837,7.538056,-3.8089237,2.282921
0.38185814,0.3653841,5.5833073,-2.8447647,1.8078325
0.46358746,0.2788124,6.295242,-3.145354,2.0219738
0.48306644,0.48791748,7.016906,-3.5531542,2.142493
0.5505818,0.80422366,7.842561,-4.043209,2.2667289
0.60692126,0.36023176,6.766979,-3.3864202,2.1407177
0.43724322,0.5228589,6.9540052,-3.5378163,2.1086307
0.70084953,0.34873563,7.223016,-3.5915267,2.2730227
0.6777307,0.4384427,7.5917006,-3.7958682,2.333365
0.4585233,0.49007523,7.4172363,-3.743004,2.235334
0.6699008,0.27994153,7.3529863,-3.6310349,2.3187675
0.78107864,0.39655042,7.388589,-3.681012,2.314741
0.74822575,0.47776365,6.9948072,-3.525293,2.1890593
0.77797014,0.49748594,7.1565294,-3.6062143,2.228518
