4.730955,2.7008698,2.654656
5.905323,3.5810108,3.2629664
5.464515,3.2506433,3.0346324
5.9231133,3.594344,3.2721815
5.667704,3.402925,3.139882
4.8430634,2.7848904,2.7127268
5.2754936,3.1089792,2.936721
5.3742127,3.1829653,2.9878566
5.609216,3.3590908,3.109586
4.9925613,2.896933,2.7901652
5.129992,2.9999316,2.861353
5.3142095,3.1379952,2.9567757
4.916416,2.8398652,2.750723
4.923508,2.8451805,2.7543964
5.220054,3.0674295,2.908004
5.6119847,3.3611658,3.11102
5.2559724,3.094349,2.9266095
5.980073,3.6370327,3.301686
5.503218,3.2796495,3.05468
6.071149,3.7052906,3.3488624
5.310993,3.1355848,2.9551096
5.2377605,3.0807,2.9171758
5.5397215,3.3070073,3.0735886
5.6760497,3.4091797,3.144205
4.8243074,2.7708335,2.7030115
4.9618053,2.8738825,2.7742338
5.081605,2.9636676,2.836289
5.437833,3.230646,3.0208113
5.2820487,3.113892,2.9401166
6.032541,3.6763554,3.3288639
5.1054764,2.9815583,2.848654
4.9595933,2.8722248,2.7730882
4.730955,3.5374496,3.232859
5.905323,4.0911117,3.6155229
5.464515,2.859292,2.7641494
5.9231133,2.6693738,2.6328874
5.667704,3.0875592,2.9219167
4.8430634,3.1688533,2.9781032
5.2754936,2.6853137,2.6439044
5.3742127,3.6049442,3.2795079
5.609216,3.0554435,2.89972
4.9925613,2.9299397,2.8129778
5.129992,3.3506217,3.1037328
5.3142095,3.4440114,3.1682792
4.916416,3.417638,3.150051
4.923508,2.7779949,2.707961
5.220054,2.9548898,2.8302221
5.6119847,3.4677103,3.1846585
5.2559724,3.4549274,3.1758237
5.980073,3.357157,3.1082494
5.503218,3.4713504,3.1871743
6.071149,2.9779267,2.846144
5.310993,3.576881,3.260112
5.2377605,2.7283375,2.6736403
5.5397215,3.2718854,3.049314
5.6760497,3.0474508,2.8941958
4.8243074,3.1196647,2.9441063
4.9618053,2.8057783,2.7271636
5.081605,3.2971904,3.0668035
5.437833,3.2261298,3.01769
5.2820487,3.2007403,3.000142
6.032541,3.0176997,2.8736334
5.1054764,3.6336243,3.2993302
4.9595933,2.9283044,2.8118477
4.730955,3.6943107,3.3412735
5.905323,3.7466493,3.3774476
5.464515,3.848103,3.4475675
5.9231133,2.3708782,2.4265819
5.667704,3.2419295,3.02861
4.8430634,3.6698966,3.3243997
5.2754936,2.9853873,2.8513007
5.3742127,3.5312798,3.2285948
5.609216,2.9684477,2.8395927
4.9925613,3.7014928,3.3462374
5.129992,3.4109426,3.1454237
5.3142095,3.29605,3.0660152
4.916416,2.9317966,2.8142612
4.923508,2.8095136,2.7297451
5.220054,3.412334,3.1463852
5.6119847,3.8805602,3.4700003
5.2559724,2.8946776,2.7886064
5.980073,2.9788568,2.846787
5.503218,3.2794304,3.0545287
6.071149,3.7456644,3.376767
5.310993,3.3043892,3.071779
5.2377605,3.6611643,3.3183644
5.5397215,3.269135,3.047413
5.6760497,3.1433039,2.9604447
4.8243074,3.458236,3.1781104
4.9618053,3.440509,3.1658583
5.081605,3.1466718,2.9627724
5.437833,2.6629424,2.6284423
5.2820487,2.690586,2.6475484
6.032541,3.3185515,3.0815673
5.1054764,3.6866322,3.3359666
4.9595933,2.7470384,2.6865654
4.730955,3.009437,2.8679225
5.905323,2.8730075,2.773629
5.464515,3.1461658,2.9624226
5.9231133,3.2841325,3.0577786
5.667704,2.1761186,2.2919736
4.8430634,3.1715126,2.9799411
5.2754936,2.628623,2.6047225
5.3742127,2.9042475,2.7952209
5.609216,2.4018774,2.448007
4.9925613,3.2603211,3.0413213
5.129992,2.693745,2.6497316
5.3142095,3.4945288,3.2031941
4.916416,3.5382354,3.233402
4.923508,2.8146558,2.7332993
5.220054,-7.6313753,-4.486486
5.6119847,-8.034521,-4.7651205
5.2559724,-9.765505,-5.9614916
5.980073,-6.285852,-3.556526
5.503218,-7.1060295,-4.1233926
6.071149,-8.773772,-5.276055
5.310993,-9.777072,-5.9694867
5.2377605,-8.713424,-5.234345
5.5397215,-8.42459,-5.0347176
5.6760497,-9.31708,-5.651562
4.8243074,-9.195109,-5.567262
4.9618053,-9.101044,-5.502249
5.081605,-9.020309,-5.4464493
5.437833,-8.993133,-5.427666
5.2820487,-9.087792,-5.49309
6.032541,-9.130531,-5.522629
5.1054764,-9.049976,-5.4669533
4.9595933,-6.893398,-3.976432
4.730955,-7.7615647,-4.5764666
5.905323,-9.472777,-5.759173
5.464515,-8.650625,-5.1909413
5.9231133,-9.238268,-5.5970917
5.667704,-9.508642,-5.783961
4.8430634,-8.821794,-5.309245
5.2754936,-9.709231,-5.922599
5.3742127,-9.69016,-5.9094167
5.609216,-7.8989415,-4.6714144
4.9925613,-9.109164,-5.5078616
5.129992,-8.211937,-4.8877416
5.3142095,-10.061454,-6.166037
4.916416,-8.614928,-5.1662693
4.923508,-9.17087,-5.550509
5.220054,-8.0221195,-4.7565494
5.6119847,-7.4106064,-4.3339014
5.2559724,-8.810494,-5.3014355
5.980073,-8.973835,-5.414328
5.503218,-8.872127,-5.344033
6.071149,-9.339715,-5.6672063
5.310993,-5.7118645,-3.1598144
5.2377605,-8.512265,-5.095314
5.5397215,-8.293976,-4.9444427
5.6760497,-8.5665655,-5.1328435
4.8243074,-8.95546,-5.401628
4.9618053,-5.958579,-3.330331
5.081605,-9.120502,-5.515698
5.437833,-8.697246,-5.223163
5.2820487,-9.092021,-5.496013
6.032541,-9.527105,-5.796722
5.1054764,-9.676018,-5.899643
4.9595933,-9.119589,-5.5150666
4.730955,-6.9256067,-3.9986935
5.905323,-9.354023,-5.677096
5.464515,-9.548605,-5.811581
5.9231133,-8.655878,-5.1945724
5.667704,-8.531856,-5.1088543
4.8430634,-8.785833,-5.284391
5.2754936,-9.34859,-5.673341
5.3742127,-8.837135,-5.319848
5.609216,-8.886068,-5.353668
4.9925613,-6.4163957,-3.6467514
5.129992,-8.749397,-5.259208
5.3142095,-9.41045,-5.7160954
4.916416,-8.7554655,-5.263402
4.923508,-9.363749,-5.6838174
5.220054,-8.940825,-5.391514
5.6119847,-9.128749,-5.5213976
5.2559724,-8.604467,-5.15904
5.980073,-8.582096,-5.143578
5.503218,-9.236466,-5.5958467
6.071149,-9.278823,-5.625121
5.310993,-9.210752,-5.578074
5.2377605,-8.872837,-5.3445234
5.5397215,-9.038873,-5.459279
5.6760497,-9.030877,-5.4537535
4.8243074,-6.065555,-3.4042675
4.9618053,-8.9078045,-5.3686914
5.081605,-9.055804,-5.4709816
5.437833,-9.1595125,-5.5426598
5.2820487,-8.992402,-5.4271607
6.032541,-8.844151,-5.3246965
5.1054764,-9.515838,-5.7889338
4.9595933,-9.239137,-5.5976915
4.730955,-7.1130986,-4.1282787
5.905323,-8.728263,-5.2446012
5.464515,-9.043641,-5.4625745
5.9231133,-9.221859,-5.5857506
5.667704,-9.342468,-5.66911
4.8430634,-9.578197,-5.8320336
5.2754936,-7.998244,-4.7400475
5.3742127,-9.0907755,-5.495152
5.609216,-9.412654,-5.7176185
4.9925613,-8.421344,-5.0324736
5.129992,-9.040169,-5.460175
5.3142095,-8.978775,-5.4177427
4.916416,-9.280913,-5.626566
4.923508,-9.242857,-5.600263
5.220054,-6.245593,-3.528701
5.6119847,-9.5043,-5.78096
5.2559724,-9.766087,-5.961894
5.980073,-9.157249,-5.5410953
5.503218,-8.010659,-4.7486286
6.071149,-9.171087,-5.5506597
5.310993,-8.859236,-5.335123
5.2377605,-8.224466,-4.8964014
5.5397215,-10.013279,-6.1327415
5.6760497,-9.474786,-5.7605615
4.8243074,-9.991511,-6.1176963
4.9618053,-9.169968,-5.549886
5.081605,-7.8885884,-4.664259
5.437833,-9.291922,-5.6341743
