0.98875487,-1.0488703
1.706824,-1.2467057
1.8012903,-1.4903436
1.5355147,-1.3086052
1.2528505,-1.3736498
1.0717834,-1.1036122
0.6837784,-0.66408086
1.5877941,-1.5392038
1.8135935,-1.7716787
1.0412384,-0.85342616
1.391711,-1.0240556
1.6299957,-1.6465839
2.2860405,-1.9214704
1.9520723,-1.8293012
1.5163679,-1.5918682
1.7856371,-1.5788682
0.46879247,-0.4348153
1.1918238,-1.251387
0.57591367,-0.7274221
2.093407,-1.6020936
1.1764894,-1.314069
2.2608984,-1.8767174
1.4625744,-1.3620813
1.5897139,-1.5431905
1.5481751,-1.5808393
2.1230445,-2.0237174
1.3648919,-1.2539302
0.67007464,-0.9898513
2.1501923,-1.8380326
2.0464487,-1.690047
1.4703767,-1.4599912
1.49883,-1.4486887
1.6765021,-1.7051443
1.7948619,-1.4867555
1.5140791,-1.3540488
2.349769,-2.2103097
1.2526191,-1.3094735
1.9940209,-1.8956298
1.5647138,-1.7251728
1.8017102,-1.6258012
2.1757596,-1.9439467
1.9907595,-1.8146384
2.061931,-1.648324
2.1633394,-2.105007
1.1800735,-1.5087683
1.9398324,-1.805121
1.760548,-1.670451
2.2237704,-1.8819507
1.3081667,-1.2783275
1.6650783,-1.6165665
1.7174678,-1.6247399
1.6049184,-1.5364544
0.77305126,-0.97627485
1.5750718,-1.6328694
1.9559097,-1.834165
0.668372,-0.8330547
1.2591765,-1.270642
1.1886597,-1.1624995
2.0571966,-1.8763993
1.335196,-1.2044135
1.1113558,-1.0778123
2.0268357,-1.5392544
1.9522989,-1.9254258
1.7530261,-1.7705256
1.7710285,-1.8451654
-0.4030464,0.22809063
0.12473883,-0.5980596
1.0316578,-1.3092164
-0.031566784,0.04026417
0.67163265,-0.8004434
0.07661607,-0.15883425
-1.6401023,0.75768113
0.03412479,-0.32524836
0.11373191,-0.56933886
1.342916,-1.1494839
0.09352684,-0.4441408
0.4880356,-0.541476
0.16287875,-0.2668665
-0.58025616,0.028342247
-0.029280461,-0.14073662
0.4381801,-0.46113944
2.0799778,-1.7109509
-0.320284,0.008290902
1.8650988,-1.7417867
1.0400184,-0.93366504
0.7803401,-0.5402466
1.1379347,-1.3149519
-0.29894897,-0.04557085
0.23348874,-0.48990175
-0.6482638,0.32713658
0.70628846,-1.0775199
0.9059885,-1.0734144
-1.1730875,0.52558494
0.8336327,-0.7916911
-1.0132389,0.5752637
0.7991432,-0.9193546
-0.24772722,0.038667545
-0.9102069,0.3841757
0.6672447,-0.7314427
0.7730135,-0.70390123
-0.5886781,0.13972478
1.2048408,-1.1026098
0.47646457,-0.64623666
0.4582216,-0.38527757
0.1380389,-0.3065022
0.8659287,-0.9591325
1.1320187,-0.9448454
0.63333887,-0.7373487
-0.42636943,0.1783358
1.4589752,-1.3780736
1.1881171,-1.2758648
0.6441027,-0.824564
0.3422355,-0.6382566
0.35372728,-0.43492714
0.9347651,-0.91227037
-0.6054518,-0.031080794
-0.11869635,-0.31470898
-1.2423217,0.5497565
0.1320383,-0.5367792
0.116993465,-0.41196054
0.7682055,-1.092907
1.5238551,-1.2296534
0.8542924,-1.24429
1.3614691,-1.1891406
1.4378458,-1.4907542
0.73177505,-1.0507479
0.09333921,-0.14621899
-0.47149256,-0.026907802
-0.58873004,0.04641516
0.29865882,-0.58334976
0.63472104,-0.7247101
0.40312278,-0.93488
0.79429233,-0.6056437
1.043618,-0.8368515
0.44864243,-0.4637746
-1.0253067,0.5039565
-0.4655354,0.17536715
0.29696164,-0.45299372
0.8589184,-1.173858
1.1553801,-0.98283327
0.5194341,-0.9164345
0.5986284,-0.95478463
-0.40054002,0.26595515
